,username,interact_with_crafting_table,open_barrel,open_shulker_box,leave_game,time_since_death,damage_resisted,sprint_one_cm,drop,deaths,jump,walk_on_water_one_cm,enchant_item,interact_with_furnace,play_one_minute,sleep_in_bed,open_enderchest,damage_dealt,crouch_one_cm,interact_with_smoker,interact_with_smithing_table,mob_kills,interact_with_anvil,inspect_hopper,climb_one_cm,walk_one_cm,sneak_time,walk_under_water_one_cm,boat_one_cm,interact_with_lectern,interact_with_blast_furnace,interact_with_grindstone,time_since_rest,damage_taken,swim_one_cm,fly_one_cm,open_chest,aviate_one_cm,fall_one_cm,interact_with_stonecutter,play_time,total_world_time,animals_bred,bell_ring,damage_absorbed,damage_blocked_by_shield,damage_dealt_absorbed,fish_caught,horse_one_cm,inspect_dispenser,interact_with_beacon,interact_with_brewingstand,interact_with_cartography_table,play_noteblock,play_record,player_kills,talked_to_villager,traded_with_villager,tune_noteblock,interact_with_loom,inspect_dropper,pot_flower,raid_trigger,raid_win,minecart_one_cm,eat_cake_slice,strider_one_cm,fill_cauldron,target_hit,trigger_trapped_chest,use_cauldron,clean_shulker_box,interact_with_campfire,pig_one_cm,clean_banner,damage_dealt_resisted
284,SamTheSam,39.0,174.0,364.0,20.0,370021.0,621.0,2459313.0,39.0,1.0,25578.0,54227.0,,28.0,,13.0,43.0,12214.0,184763.0,,,113.0,,4.0,124016.0,2056955.0,40993.0,106725.0,2584925.0,7.0,1.0,,63939.0,6916.0,72730.0,5526079.0,381.0,2100812.0,564741.0,,910834.0,279.0,15.0,,,,35.0,,3018.0,,,2.0,,2.0,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,
285,joshaneter2,152.0,364.0,66.0,37.0,20369.0,5263.0,4416168.0,318.0,42.0,17013.0,150021.0,,68.0,1445845.0,29.0,162.0,82454.0,211463.0,2.0,15.0,1762.0,65.0,6.0,97938.0,4814235.0,56772.0,271057.0,280208.0,13.0,16.0,,20389.0,36370.0,143895.0,4629110.0,672.0,20764685.0,525421.0,4.0,,,1.0,,10.0,1035.0,,,6712.0,4.0,,,1.0,,,7.0,61.0,183.0,21.0,1.0,1.0,,,,13063.0,,,,,,,,,,,
286,Holy_Floppa,,77.0,3.0,2.0,0.0,657.0,250219.0,9.0,15.0,2217.0,1495.0,,,,2.0,13.0,875.0,24006.0,,,,,,35029.0,149481.0,14629.0,2565.0,,2.0,,,21.0,5110.0,2806.0,510198.0,36.0,,85205.0,,96239.0,96239.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,
287,Nokona_,,1.0,,10.0,1975.0,58.0,59097.0,,2.0,276.0,1369.0,,,21180.0,,,37.0,102.0,,,1.0,,,,44433.0,74.0,98.0,,,,,1995.0,537.0,,63744.0,6.0,,7999.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
288,StruckV1,113.0,14.0,1.0,15.0,1658448.0,151.0,1462010.0,293.0,,7283.0,117363.0,25.0,61.0,,4.0,16.0,25233.0,31094.0,,2.0,2101.0,10.0,5.0,26997.0,2407587.0,9134.0,24795.0,10647.0,1.0,39.0,3.0,16515.0,3014.0,60620.0,2461209.0,445.0,,205263.0,1.0,1658453.0,1658453.0,32.0,,,,,,,4.0,,,,,,,200.0,62.0,23.0,,,,,,,,,,,,,,,,,
289,ItsHugo885,231.0,130.0,1030.0,56.0,3316.0,13550.0,6791796.0,675.0,102.0,25567.0,146400.0,,60.0,2765306.0,6.0,546.0,104765.0,177559.0,,4.0,5684.0,39.0,108.0,190752.0,5878400.0,55285.0,285532.0,,2.0,,,3336.0,60432.0,140597.0,9511732.0,1124.0,33558333.0,673754.0,,,,,,63.0,720.0,238.0,13.0,7766.0,1.0,60.0,1.0,,,,7.0,589.0,3930.0,,,30.0,,,,,,380.0,1.0,,,1.0,,,,,
290,_Cloudish,70.0,571.0,193.0,33.0,174453.0,1168.0,3399141.0,462.0,6.0,20404.0,94464.0,,74.0,,41.0,51.0,8482.0,280928.0,1.0,3.0,42.0,4.0,9.0,262331.0,7230091.0,157590.0,58583.0,299734.0,2.0,,,47387.0,11831.0,34158.0,5459156.0,221.0,101986.0,308883.0,2.0,2326402.0,356434.0,,6.0,,,,,140960.0,,,3.0,,,3.0,7.0,,,,1.0,,3.0,,,55320.0,,,,,,,,1.0,,,
291,MCKrissy,79.0,1.0,5.0,10.0,537259.0,28.0,2158187.0,55.0,2.0,8621.0,182074.0,,89.0,852797.0,14.0,5.0,14103.0,43429.0,,,157.0,,,1414.0,2247409.0,12851.0,171376.0,450298.0,,,,111795.0,3154.0,293668.0,1757226.0,177.0,1204277.0,161710.0,,,,7.0,,,1010.0,,,18616.0,,,,,,,,15.0,,,,,6.0,,,,,,,,,,,1.0,,,
292,Takkuri,10.0,108.0,17.0,9.0,521.0,88.0,56140.0,68.0,2.0,3485.0,51050.0,,14.0,357527.0,1.0,24.0,6918.0,4.0,2.0,3.0,288.0,6.0,12.0,38585.0,9996.0,6972.0,25551.0,135322.0,2.0,2.0,1.0,541.0,1661.0,12435.0,2088376.0,84.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
293,TheBeastKills,,,,1.0,3541.0,,8045.0,,,8.0,,,,3541.0,,,,,,,,,,,7338.0,,,,,,,3541.0,,,3120.0,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,ronDuma,516.0,449.0,523.0,36.0,38224.0,559.0,11751939.0,61.0,9.0,68882.0,187709.0,4.0,407.0,,40.0,269.0,79387.0,358589.0,58.0,6.0,2216.0,46.0,154.0,238459.0,8301604.0,94872.0,147158.0,100920.0,12.0,132.0,3.0,38246.0,30165.0,93908.0,16000932.0,1437.0,23557761.0,1469217.0,2.0,3499897.0,3499897.0,305.0,,,,,,,12.0,,,2.0,,,,9.0,,,,4.0,,,,,,,1.0,,,,,,,,
295,TheBlessedTomato,1471.0,898.0,4687.0,235.0,1123550.0,23220.0,26553635.0,4167.0,134.0,204509.0,3723932.0,16.0,1535.0,,117.0,417.0,529831.0,1942051.0,2.0,29.0,9705.0,156.0,479.0,503028.0,47250973.0,667319.0,9855601.0,5052303.0,220.0,5.0,10.0,32876.0,182158.0,5156249.0,34635441.0,6016.0,288895856.0,5268289.0,7.0,15822855.0,15822855.0,592.0,34.0,1853.0,10510.0,0.0,,50813.0,193.0,8.0,49.0,,19.0,18.0,48.0,357.0,31.0,27.0,6.0,19.0,,1.0,2.0,655389.0,23.0,,1.0,,,,,3.0,,2.0,
296,DragooCraft,7.0,,,1.0,0.0,,62922.0,,1.0,288.0,1825.0,,,,,,856.0,191.0,,,8.0,,,,224955.0,166.0,1205.0,,1.0,,,20.0,220.0,,15654.0,8.0,,3226.0,,30540.0,30540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Bortopian,18.0,73.0,248.0,19.0,146047.0,4.0,625130.0,138.0,7.0,7780.0,13438.0,,4.0,373837.0,6.0,3.0,2058.0,9993.0,6.0,,15.0,,3.0,3531.0,1101638.0,2864.0,70388.0,8460.0,2.0,,,42982.0,4279.0,930.0,2238572.0,267.0,1385299.0,174400.0,,,,,,80.0,,,,,6.0,,1.0,,,,,401.0,590.0,,,,2.0,,,60407.0,,,,,,,,,,,
298,Avoicc,8.0,1.0,,4.0,48549.0,654.0,213803.0,2.0,5.0,1056.0,22721.0,,11.0,,,,1426.0,1327.0,,,8.0,,,,420182.0,565.0,5881.0,,1.0,,,48569.0,1787.0,12414.0,123598.0,4.0,,20204.0,,68969.0,68969.0,,,,105.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
299,Stulm_,765.0,854.0,1543.0,367.0,3123.0,5700.0,26011062.0,1820.0,77.0,78613.0,750593.0,12.0,404.0,,191.0,103.0,132904.0,1052360.0,36.0,35.0,6589.0,65.0,190.0,1319677.0,14176222.0,397014.0,472486.0,187985.0,78.0,55.0,10.0,3143.0,92312.0,1196232.0,18031134.0,4884.0,70748378.0,2003739.0,20.0,7537795.0,85870.0,205.0,48.0,254.0,2646.0,,,160085.0,163.0,25.0,5.0,,,,,35.0,,,10.0,46.0,2.0,,,5345370.0,5.0,6908.0,,,,,,4.0,,,
300,iicypisces,183.0,25.0,101.0,13.0,12821.0,180.0,2552661.0,43.0,14.0,12591.0,268980.0,,86.0,,73.0,22.0,2449.0,203257.0,,,11.0,1.0,,162523.0,8248475.0,81187.0,69605.0,,,,,12841.0,9480.0,,908486.0,719.0,76791.0,194867.0,8.0,2312273.0,2312273.0,,,,360.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
301,baesna,8.0,23.0,4.0,6.0,101932.0,4.0,261945.0,,,2531.0,35903.0,,14.0,101932.0,2.0,7.0,859.0,5552.0,,,5.0,,2.0,282.0,166021.0,2674.0,17107.0,,2.0,1.0,,62765.0,273.0,22072.0,605591.0,163.0,,53179.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
302,Pilotscreen,101.0,,6.0,3.0,475638.0,,1040148.0,,,4516.0,78531.0,,26.0,,10.0,4.0,9111.0,55879.0,38.0,,57.0,,,8604.0,1828148.0,16950.0,41338.0,446914.0,3.0,14.0,,7593.0,1860.0,44525.0,464645.0,374.0,,48074.0,9.0,475638.0,475638.0,52.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Illegalizing,18.0,2.0,,2.0,37862.0,8.0,71696.0,,,717.0,8132.0,,47.0,,,,488.0,4343.0,,,5.0,,,820.0,73221.0,2101.0,528.0,,,,,37862.0,207.0,9923.0,139867.0,,,17377.0,,37862.0,37862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Benguinn,8.0,84.0,23.0,3.0,3946.0,150.0,505158.0,9.0,2.0,3263.0,7850.0,,,,2.0,21.0,1208.0,14825.0,,,6.0,1.0,,46293.0,243767.0,3933.0,6669.0,4332.0,1.0,,,3967.0,2140.0,30823.0,607921.0,122.0,997940.0,79242.0,,98931.0,98931.0,,,,,,,,,,,,,,,,,1.0,,,,,,29697.0,1.0,,,,,,,,,,
305,3Y3l3SS,15.0,,,3.0,81142.0,,147318.0,2.0,,661.0,13389.0,,17.0,,,,2065.0,2136.0,,,33.0,,,,204769.0,1017.0,19368.0,48830.0,,,,81142.0,518.0,18780.0,46445.0,,,6284.0,,81142.0,81142.0,,,,755.0,,,27852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Visgay22,24.0,13.0,,7.0,212712.0,,286470.0,,,1751.0,16467.0,,68.0,212712.0,,1.0,2108.0,364.0,,,12.0,,,112.0,481321.0,1271.0,4575.0,,,,,212712.0,729.0,3710.0,119435.0,42.0,,21404.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,VariantKim,41.0,,1.0,4.0,61967.0,27.0,543376.0,22.0,2.0,2384.0,18703.0,,69.0,,2.0,1.0,8461.0,14585.0,30.0,,85.0,,,24333.0,454549.0,7405.0,24570.0,240212.0,1.0,,,34171.0,2291.0,17110.0,376797.0,143.0,,55798.0,,182424.0,182424.0,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Nierro,89.0,,,5.0,141169.0,,1645202.0,64.0,3.0,9837.0,89166.0,30.0,145.0,,13.0,,9196.0,276486.0,9.0,,61.0,5.0,,14606.0,756255.0,91131.0,26620.0,335773.0,,,,55453.0,4851.0,103850.0,2174439.0,151.0,,268445.0,,479878.0,479878.0,16.0,,,1230.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
309,MiniMichiiii,,1.0,,11.0,57367.0,113.0,184416.0,1.0,1.0,716.0,929.0,,,,,,41.0,183.0,,,,,,259.0,88112.0,173.0,688.0,,,,,57387.0,615.0,7168.0,211021.0,2.0,,13838.0,,81898.0,81898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Dirt_Cheap_Duke,150.0,,,13.0,54452.0,,2508013.0,6.0,13.0,3144.0,128320.0,5.0,105.0,,37.0,2.0,10095.0,15140.0,,,61.0,3.0,12.0,,2422966.0,6157.0,67081.0,85087.0,,11.0,3.0,10071.0,7209.0,27952.0,225158.0,447.0,,35309.0,,780491.0,780491.0,194.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,UDGaming,,8.0,4.0,5.0,34298.0,,57000.0,,,272.0,919.0,,,,1.0,1.0,,280.0,,,,,,322.0,107347.0,117.0,215.0,,2.0,,,30186.0,28.0,6399.0,77747.0,5.0,319876.0,2540.0,,34298.0,34298.0,,,,,,,,,,,,,,,,,1.0,,,,,,22286.0,,,,,,,,,,,
312,PlutoXV,199.0,12.0,34.0,28.0,85287.0,36.0,4025995.0,55.0,65.0,10062.0,192018.0,4.0,121.0,2434739.0,2.0,1.0,31673.0,4495.0,24.0,3.0,173.0,7.0,18.0,87706.0,3052151.0,11957.0,71407.0,416770.0,2.0,24.0,5.0,85178.0,22810.0,117902.0,1272147.0,1091.0,,139682.0,6.0,,,,,,3680.0,,1743.0,,,,7.0,2.0,3.0,,,4.0,,771825.0,2.0,,,,,,,,,,,,,,,,
313,omidd,,,,1.0,2208.0,,9520.0,,,89.0,,,,2208.0,,,,,,,,,,,2119.0,,,,,,,2208.0,,,27694.0,,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,ColonelKurtz73,19.0,4.0,,3.0,49026.0,28.0,62910.0,2.0,1.0,551.0,4712.0,,18.0,57457.0,,2.0,1104.0,2845.0,,,6.0,,1.0,20423.0,324285.0,1112.0,12367.0,,,,,49046.0,646.0,,37662.0,30.0,,6634.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,A_Slavic_Potato,95.0,321.0,198.0,51.0,91449.0,6905.0,8789865.0,388.0,42.0,19312.0,136637.0,95.0,4.0,,3.0,86.0,29621.0,177379.0,,2.0,6742.0,52.0,2.0,377602.0,6400106.0,60584.0,270003.0,585085.0,3.0,,22.0,91470.0,43840.0,115331.0,2871241.0,629.0,37857822.0,771544.0,,2088010.0,2088010.0,290.0,41.0,,3980.0,,,187870.0,5.0,,,,,27.0,1.0,1.0,,50.0,,,,,,85848.0,13.0,,,,,,,,,,
316,__Senpaii,2420.0,3116.0,9535.0,678.0,681132.0,17848.0,51544247.0,6280.0,91.0,320063.0,4696055.0,30.0,2676.0,,718.0,1603.0,1357748.0,7278052.0,497.0,33.0,27075.0,287.0,279.0,2909640.0,63701569.0,2137341.0,6737554.0,6743412.0,133.0,1906.0,56.0,20619.0,231325.0,9119803.0,72375166.0,25717.0,338471775.0,8389419.0,112.0,28894819.0,6943882.0,478.0,739.0,1072.0,8580.0,63.0,1.0,9099362.0,37.0,64.0,97.0,1.0,3673.0,476.0,126.0,556.0,125.0,16753.0,20.0,162.0,39.0,4.0,7.0,152180.0,12.0,54424.0,137.0,,1.0,126.0,,2.0,,,
317,MaroonMoron355,286.0,155.0,3.0,38.0,27714.0,80.0,4195326.0,160.0,11.0,15254.0,89974.0,,135.0,,32.0,7.0,21054.0,35251.0,1.0,,251.0,6.0,22.0,134893.0,9396991.0,15681.0,36174.0,417849.0,6.0,27.0,,27734.0,6072.0,55786.0,2163212.0,910.0,,248791.0,4.0,1606425.0,1606425.0,416.0,,,,,4.0,,,,,,,,,13.0,2.0,,,,,,,,,,,,,,,22.0,,,
318,tuckcedo,1148.0,4399.0,2398.0,549.0,16558.0,24427.0,33960268.0,7655.0,283.0,211661.0,1928987.0,14.0,1023.0,,74.0,1282.0,649275.0,5417007.0,217.0,52.0,21879.0,412.0,238.0,586923.0,46986591.0,1368435.0,4091198.0,1942260.0,106.0,232.0,25.0,16578.0,290962.0,3774788.0,58993118.0,6601.0,339532035.0,5340955.0,74.0,18263900.0,8105236.0,32.0,218.0,2605.0,38312.0,599.0,9.0,355864.0,51.0,93.0,121.0,1.0,,29.0,83.0,246.0,135.0,543.0,22.0,35.0,5.0,4.0,4.0,127883.0,60.0,596.0,3.0,148.0,1.0,2.0,,6.0,406.0,,192.0
319,ChiefNerdCraig,56.0,29.0,,3.0,345904.0,64.0,667400.0,39.0,,1718.0,82054.0,,60.0,,,1.0,9006.0,14117.0,,,51.0,2.0,1.0,89986.0,590363.0,11914.0,51990.0,171483.0,,,,345904.0,1933.0,61169.0,214861.0,125.0,,34491.0,,345904.0,345904.0,2.0,,,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,born_child,47.0,61.0,110.0,33.0,589522.0,1634.0,4915720.0,373.0,22.0,24218.0,142127.0,130.0,187.0,,2.0,84.0,27251.0,44901.0,,2.0,9607.0,18.0,6.0,36839.0,2480526.0,26714.0,97474.0,41250.0,9.0,1.0,110.0,89815.0,23122.0,139775.0,5190818.0,405.0,27877122.0,530302.0,25.0,1240536.0,1240536.0,,,40.0,1027.0,,,,1.0,,,,,,,1.0,,17.0,,,,,,117017.0,,,,,,4.0,,,,,
321,tom_9015,11.0,13.0,11.0,2.0,36872.0,220.0,125206.0,5.0,2.0,908.0,1710.0,,6.0,59974.0,,9.0,558.0,9007.0,4.0,,3.0,1.0,,3899.0,130689.0,2628.0,3635.0,,2.0,8.0,,36892.0,835.0,521.0,186619.0,35.0,,26947.0,3.0,,,,,,,,,,,,2.0,,19.0,1.0,,,,30.0,1.0,,,,,594.0,6.0,,,,,,,,,,
322,Mr_Bile,1.0,9.0,,1.0,25012.0,72.0,182066.0,,,296.0,5720.0,,,,,1.0,,,,,,,,228.0,61241.0,77.0,2133.0,,2.0,,,25012.0,128.0,2401.0,84301.0,12.0,,7691.0,,25012.0,25012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Bulkaa9,225.0,58.0,256.0,72.0,992.0,1413.0,9133444.0,438.0,79.0,54376.0,359046.0,72.0,234.0,2916038.0,37.0,144.0,158313.0,218119.0,,7.0,7585.0,35.0,93.0,306663.0,4104829.0,93948.0,433374.0,159401.0,,,37.0,1012.0,44545.0,488363.0,14390186.0,1482.0,8002309.0,1336569.0,,,,7.0,4.0,,7795.0,,,,10.0,3.0,8.0,,,,,216.0,,,,12.0,,,,304.0,,,,,,,,,,,
324,Tootal,,1.0,1.0,1.0,7127.0,16.0,12469.0,,,194.0,463.0,,,,,,,,,,,,,,87794.0,,59.0,,,,,7127.0,34.0,1807.0,66601.0,2.0,,3858.0,,7127.0,7127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,gothwaifu001011,140.0,1.0,13.0,29.0,535851.0,55.0,3922007.0,278.0,28.0,16826.0,256302.0,,177.0,,59.0,5.0,45149.0,157635.0,,,750.0,1.0,,16415.0,6212320.0,61545.0,103098.0,260820.0,1.0,1.0,1.0,8719.0,15451.0,43109.0,1684317.0,972.0,,272005.0,,2834778.0,2834778.0,106.0,,,,150.0,15.0,40403.0,17.0,,,,,,52.0,3.0,,,,,,,,8325.0,,,,,,,,,,,
326,doubloon,40.0,12.0,36.0,8.0,325977.0,62.0,1573594.0,153.0,2.0,5086.0,127245.0,,42.0,,3.0,44.0,8245.0,3231.0,,5.0,122.0,13.0,10.0,27450.0,1175573.0,1022.0,96923.0,74087.0,4.0,,1.0,96643.0,2726.0,58989.0,911677.0,318.0,,129699.0,,335408.0,335408.0,3.0,,,,,,,2.0,,,,,,,81.0,229.0,,,,,,,,,,,,,,,,,,
327,offxer,1.0,2.0,2.0,1.0,14404.0,4.0,89326.0,,1.0,474.0,5782.0,,2.0,,,2.0,,221.0,,,,,,389.0,58598.0,260.0,3536.0,,1.0,,,14424.0,471.0,8491.0,79912.0,24.0,,8290.0,,17357.0,17357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Vertym360,,,,4.0,40156.0,,217655.0,1.0,,920.0,13704.0,,,40156.0,,,630.0,4702.0,,,5.0,,,854.0,25311.0,1851.0,1351.0,,,,,40156.0,167.0,22948.0,232831.0,3.0,,26147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,CannedBeans007,2.0,29.0,1.0,1.0,15253.0,16.0,30158.0,,,130.0,1131.0,,,,,3.0,,459.0,,,,,,,74880.0,288.0,304.0,,2.0,,,15253.0,24.0,3720.0,31050.0,25.0,,2851.0,,15253.0,15253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,x__Avenger__x,,9.0,,1.0,22015.0,,13698.0,8.0,,137.0,,,,,,1.0,,1058.0,,,,,,,75830.0,283.0,,,1.0,2.0,,22015.0,305.0,,16479.0,30.0,,4881.0,,22015.0,22015.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
331,Taffydragon,100.0,16.0,1.0,14.0,166411.0,4.0,1437268.0,25.0,4.0,12003.0,27364.0,,115.0,,6.0,4.0,6634.0,57440.0,22.0,,51.0,,,4978.0,1088533.0,17189.0,13426.0,185153.0,4.0,,,85918.0,3510.0,102790.0,2544675.0,349.0,,263808.0,,531378.0,531378.0,35.0,,,,,24.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
332,Theddy,2251.0,7312.0,8699.0,190.0,2116896.0,11720.0,48488831.0,5849.0,36.0,206778.0,1477167.0,4.0,974.0,,312.0,1322.0,2982862.0,6311752.0,102.0,32.0,133044.0,339.0,1019.0,1723351.0,43509798.0,1452620.0,32815630.0,1329066.0,42.0,4.0,21.0,512991.0,402708.0,697567.0,42260003.0,23216.0,166232692.0,5274825.0,49.0,29304954.0,3899124.0,526.0,5.0,352.0,19418.0,,,260535.0,398.0,28.0,116.0,4.0,70.0,1.0,34.0,3919.0,10011.0,164.0,4.0,29.0,58.0,460.0,5.0,274913.0,,,22.0,5.0,,3.0,,5.0,,,
333,annabouncy,148.0,97.0,32.0,22.0,1616.0,152.0,2251383.0,261.0,18.0,13569.0,77146.0,,135.0,1012462.0,18.0,64.0,14825.0,46803.0,,4.0,92.0,1.0,8.0,111842.0,3299483.0,23063.0,71220.0,844872.0,14.0,,,1636.0,10566.0,140577.0,2761815.0,590.0,,315165.0,8.0,,,40.0,,,395.0,,,,1.0,,1.0,,,,,248.0,305.0,,,,,,,,,,,,,,,,,,
334,LaughableLoLo,,,,1.0,9425.0,4.0,6706.0,,,62.0,353.0,,,,,1.0,,282.0,,,,,,1356.0,66266.0,40.0,277.0,,,,,9425.0,76.0,1684.0,8912.0,7.0,,2043.0,,9425.0,9425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,TheMusicMan31,102.0,362.0,1347.0,64.0,369775.0,1605.0,654.0,225.0,327.0,11916.0,193707.0,,39.0,,4.0,215.0,14785.0,99209.0,,,1796.0,17.0,55.0,194953.0,5055285.0,94988.0,364281.0,943618.0,27.0,,,129211.0,201654.0,,4446947.0,1086.0,30141984.0,2324408.0,2.0,1959750.0,1959750.0,,1.0,,470.0,,,3084.0,5.0,3.0,1.0,,,1.0,2.0,1.0,,,,43.0,,,,,2.0,,1.0,,,1.0,,,,,
336,Xaryop,2.0,2.0,3.0,2.0,1153.0,,65885.0,5.0,1.0,460.0,6875.0,,,,,1.0,331.0,661.0,,,2.0,,,75.0,46648.0,237.0,510.0,,1.0,,,1173.0,275.0,8734.0,128846.0,30.0,,10121.0,,27043.0,27043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,MuffyHotBuns,70.0,232.0,26.0,22.0,18002.0,252.0,832668.0,40.0,13.0,4137.0,22975.0,,13.0,,13.0,3.0,3786.0,43922.0,,,20.0,1.0,,27594.0,1550173.0,20185.0,8486.0,,1.0,,1.0,18022.0,6369.0,11906.0,1486447.0,11.0,,113589.0,,601575.0,86259.0,,81.0,40.0,,,,1125742.0,3.0,,,,,,2.0,1.0,,,,2.0,,,,,5.0,,,,,,,,,,
338,KermitTheFrogey,14.0,4.0,,9.0,54792.0,84.0,169505.0,12.0,6.0,1798.0,29867.0,,,290013.0,10.0,,1757.0,21964.0,,,7.0,,,,684295.0,13043.0,14610.0,,,,,12902.0,2997.0,34941.0,133765.0,28.0,,29544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,OhEmBee,17.0,6.0,1.0,1.0,20757.0,44.0,163147.0,10.0,2.0,461.0,14858.0,,12.0,44351.0,,,2383.0,1163.0,,,25.0,,,1124.0,285132.0,455.0,3731.0,43542.0,1.0,,,20777.0,836.0,7078.0,66470.0,23.0,,11330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,croprol,217.0,15.0,141.0,47.0,108305.0,285.0,5274099.0,399.0,12.0,44251.0,550099.0,3.0,353.0,2252496.0,53.0,2.0,45092.0,447117.0,,,622.0,18.0,4.0,58557.0,3495052.0,141134.0,381147.0,857105.0,3.0,,,108325.0,32194.0,1181148.0,8157085.0,519.0,4963873.0,1437086.0,,,,,,,11175.0,,,,,,,,,,15.0,5.0,,,,,,,,,1.0,,,,,,,,,,
